,2012,2013,2014,2015,2016
17.399,1.0,0.0,0.0,0.0,0.0
17.4%,2.0,0.0,0.0,0.0,0.0
17.41.,1.0,0.0,0.0,0.0,0.0
17.472,1.0,0.0,0.0,0.0,0.0
"17.5%,",1.0,0.0,0.0,0.0,0.0
17.6,1.0,0.0,0.0,0.0,0.0
17.6.,1.0,0.0,0.0,0.0,0.0
17.7%,3.0,0.0,0.0,0.0,0.0
"17.7,8.)",1.0,0.0,0.0,0.0,0.0
17.7.),1.0,0.0,0.0,0.0,0.0
17.747,1.0,0.0,0.0,0.0,0.0
"17.8,",1.0,0.0,0.0,0.0,0.0
"17.9%,",1.0,0.0,0.0,0.0,0.0
17.9.,1.0,0.0,0.0,0.0,0.0
17.txt,0.0,0.0,0.0,0.0,1.0
17.zip,0.0,0.0,0.0,0.0,1.0
170,4.0,0.0,0.0,0.0,0.0
"170,",1.0,0.0,0.0,0.0,0.0
170.04,2.0,0.0,0.0,0.0,0.0
170.39,1.0,0.0,0.0,0.0,0.0
170.45,1.0,0.0,0.0,0.0,0.0
170.46,1.0,0.0,0.0,0.0,0.0
1700,1.0,0.0,0.0,0.0,0.0
1701,2.0,0.0,0.0,0.0,0.0
1708,1.0,0.0,0.0,0.0,0.0
171,4.0,0.0,0.0,0.0,0.0
"171,336",1.0,0.0,0.0,0.0,0.0
"1712,",1.0,0.0,0.0,0.0,0.0
1714,1.0,0.0,0.0,0.0,0.0
1715,1.0,0.0,0.0,0.0,0.0
1717,1.0,0.0,0.0,0.0,0.0
"1719,",1.0,0.0,0.0,0.0,0.0
171931,1.0,0.0,0.0,0.0,0.0
172,1.0,0.0,0.0,0.0,0.0
"172,000",1.0,0.0,0.0,0.0,0.0
"1720,",1.0,0.0,0.0,0.0,0.0
1721,1.0,0.0,0.0,0.0,0.0
173,6.0,0.0,0.0,0.0,0.0
"173,",1.0,0.0,0.0,0.0,0.0
"173,000",2.0,0.0,0.0,0.0,0.0
"173,620",1.0,0.0,0.0,0.0,0.0
173.61,1.0,0.0,0.0,0.0,0.0
1731,1.0,0.0,0.0,0.0,0.0
1732,1.0,0.0,0.0,0.0,0.0
1734,1.0,0.0,0.0,0.0,0.0
174,1.0,0.0,0.0,0.0,0.0
"174,",2.0,0.0,0.0,0.0,0.0
174.txt,0.0,0.0,0.0,1.0,0.0
174.zip,0.0,0.0,0.0,1.0,0.0
1746,1.0,0.0,0.0,0.0,0.0
175,6.0,0.0,0.0,0.0,0.0
"175,000",2.0,0.0,0.0,0.0,0.0
175.29,1.0,0.0,0.0,0.0,0.0
176,6.0,0.0,0.0,0.0,0.0
"176,",1.0,0.0,0.0,0.0,0.0
"176,000",1.0,0.0,0.0,0.0,0.0
"176,000;",1.0,0.0,0.0,0.0,0.0
"176,220",1.0,0.0,0.0,0.0,0.0
"176,520",1.0,0.0,0.0,0.0,0.0
"176,660",2.0,0.0,0.0,0.0,0.0
"1761,",1.0,0.0,0.0,0.0,0.0
"1768,",1.0,0.0,0.0,0.0,0.0
177,3.0,0.0,0.0,0.0,0.0
"177,",1.0,0.0,0.0,0.0,0.0
"177,610",1.0,0.0,0.0,0.0,0.0
"177,840,",1.0,0.0,0.0,0.0,0.0
177-member,1.0,0.0,0.0,0.0,0.0
1776,2.0,0.0,0.0,0.0,0.0
"1776,",1.0,0.0,0.0,0.0,0.0
178,2.0,0.0,0.0,0.0,0.0
"178,923",1.0,0.0,0.0,0.0,0.0
"1787,",1.0,0.0,0.0,0.0,0.0
1789,1.0,0.0,0.0,0.0,0.0
179,5.0,0.0,0.0,0.0,0.0
"179,",1.0,0.0,0.0,0.0,0.0
"179,000",1.0,0.0,0.0,0.0,0.0
1792,1.0,0.0,0.0,0.0,0.0
17:1,0.0,0.0,0.0,0.0,5.0
17:10,0.0,0.0,0.0,0.0,5.0
17:11,0.0,0.0,0.0,0.0,5.0
17:12,0.0,0.0,0.0,0.0,5.0
17:13,0.0,0.0,0.0,0.0,5.0
17:14,0.0,0.0,0.0,0.0,5.0
17:15,0.0,0.0,0.0,0.0,5.0
17:16,0.0,0.0,0.0,0.0,5.0
17:17,0.0,0.0,0.0,0.0,5.0
17:18,0.0,0.0,0.0,0.0,5.0
17:19,0.0,0.0,0.0,0.0,5.0
17:2,0.0,0.0,0.0,0.0,5.0
17:20,0.0,0.0,0.0,0.0,5.0
17:21,0.0,0.0,0.0,0.0,4.0
17:22,0.0,0.0,0.0,0.0,4.0
17:23,0.0,0.0,0.0,0.0,4.0
17:24,0.0,0.0,0.0,0.0,4.0
17:25,0.0,0.0,0.0,0.0,4.0
17:26,0.0,0.0,0.0,0.0,2.0
17:27,0.0,0.0,0.0,0.0,2.0
17:28,0.0,0.0,0.0,0.0,2.0
17:29,0.0,0.0,0.0,0.0,2.0
17:3,0.0,0.0,0.0,0.0,5.0
17:30,0.0,0.0,0.0,0.0,2.0
17:31,0.0,0.0,0.0,0.0,2.0
17:32,0.0,0.0,0.0,0.0,2.0
17:33,0.0,0.0,0.0,0.0,2.0
17:34,0.0,0.0,0.0,0.0,2.0
17:35,0.0,0.0,0.0,0.0,2.0
17:36,0.0,0.0,0.0,0.0,2.0
17:37,0.0,0.0,0.0,0.0,2.0
17:38,0.0,0.0,0.0,0.0,2.0
17:39,0.0,0.0,0.0,0.0,2.0
17:4,0.0,0.0,0.0,0.0,5.0
17:40,0.0,0.0,0.0,0.0,1.0
17:41,0.0,0.0,0.0,0.0,1.0
17:42,0.0,0.0,0.0,0.0,1.0
17:43,0.0,0.0,0.0,0.0,1.0
17:44,0.0,0.0,0.0,0.0,1.0
17:45,0.0,0.0,0.0,0.0,1.0
17:46,0.0,0.0,0.0,0.0,1.0
17:47,0.0,0.0,0.0,0.0,1.0
17:48,0.0,0.0,0.0,0.0,1.0
17:49,0.0,0.0,0.0,0.0,1.0
17:5,0.0,0.0,0.0,0.0,5.0
17:50,0.0,0.0,0.0,0.0,1.0
17:51,0.0,0.0,0.0,0.0,1.0
17:52,0.0,0.0,0.0,0.0,1.0
17:53,0.0,0.0,0.0,0.0,1.0
17:54,0.0,0.0,0.0,0.0,1.0
17:55,0.0,0.0,0.0,0.0,1.0
17:6,0.0,0.0,0.0,0.0,5.0
17:7,0.0,0.0,0.0,0.0,5.0
17:8,0.0,0.0,0.0,0.0,5.0
17:9,0.0,0.0,0.0,0.0,5.0
17;,1.0,0.0,0.0,0.0,0.0
18,221.0,0.0,0.0,1.0,208.0
18%,38.0,0.0,0.0,0.0,0.0
"18%,",23.0,0.0,0.0,0.0,0.0
18%;,3.0,0.0,0.0,0.0,0.0
"18,",15.0,1.0,0.0,1.0,0.0
"18,000",1.0,0.0,0.0,0.0,0.0
"18,000,000;",1.0,0.0,0.0,0.0,0.0
"18,000-23,000",1.0,0.0,0.0,0.0,0.0
"18,025",1.0,0.0,0.0,0.0,0.0
"18,093,340",1.0,0.0,0.0,0.0,0.0
"18,100",2.0,0.0,0.0,0.0,0.0
"18,187",1.0,0.0,0.0,0.0,0.0
"18,200",1.0,0.0,0.0,0.0,0.0
"18,220",1.0,0.0,0.0,0.0,0.0
"18,270",2.0,0.0,0.0,0.0,0.0
"18,430",1.0,0.0,0.0,0.0,0.0
"18,563",1.0,0.0,0.0,0.0,0.0
"18,600",1.0,0.0,0.0,0.0,0.0
"18,620",1.0,0.0,0.0,0.0,0.0
"18,675",1.0,0.0,0.0,0.0,0.0
"18,760",1.0,0.0,0.0,0.0,0.0
"18,781,770",1.0,0.0,0.0,0.0,0.0
"18,800",1.0,0.0,0.0,0.0,0.0
"18,800,000;",1.0,0.0,0.0,0.0,0.0
"18,836",1.0,0.0,0.0,0.0,0.0
"18-65,",1.0,0.0,0.0,0.0,0.0
18.,11.0,0.0,0.0,0.0,0.0
18.),8.0,0.0,0.0,0.0,0.0
18.0,1.0,0.0,0.0,0.0,0.0
18.003,1.0,0.0,0.0,0.0,0.0
18.1%,2.0,0.0,0.0,0.0,0.0
18.17.,1.0,0.0,0.0,0.0,0.0
18.17.),1.0,0.0,0.0,0.0,0.0
18.18,3.0,0.0,0.0,0.0,0.0
"18.18,",1.0,0.0,0.0,0.0,0.0
18.18.),3.0,0.0,0.0,0.0,0.0
18.19),1.0,0.0,0.0,0.0,0.0
18.2%,3.0,0.0,0.0,0.0,0.0
18.246,1.0,0.0,0.0,0.0,0.0
"18.3%,",2.0,0.0,0.0,0.0,0.0
18.36.),3.0,0.0,0.0,0.0,0.0
18.4%,1.0,0.0,0.0,0.0,0.0
"18.4%,",3.0,0.0,0.0,0.0,0.0
18.4.),1.0,0.0,0.0,0.0,0.0
18.5,1.0,0.0,0.0,0.0,0.0
18.5%;,1.0,0.0,0.0,0.0,0.0
18.6%,3.0,0.0,0.0,0.0,0.0
"18.6%,",1.0,0.0,0.0,0.0,0.0
18.6.,1.0,0.0,0.0,0.0,0.0
18.607,1.0,0.0,0.0,0.0,0.0
18.7%,3.0,0.0,0.0,0.0,0.0
18.8%,1.0,0.0,0.0,0.0,0.0
18.9%,1.0,0.0,0.0,0.0,0.0
"18.9%,",1.0,0.0,0.0,0.0,0.0
180,5.0,0.0,0.0,0.0,0.0
"180,000",1.0,0.0,0.0,0.0,0.0
"180,946;",1.0,0.0,0.0,0.0,0.0
1800,1.0,0.0,0.0,0.0,0.0
1800s),2.0,0.0,0.0,0.0,0.0
1801,1.0,0.0,0.0,0.0,0.0
"1801,",1.0,0.0,0.0,0.0,0.0
1804,1.0,0.0,0.0,0.0,0.0
"1809,",1.0,0.0,0.0,0.0,0.0
"181,000",1.0,0.0,0.0,0.0,0.0
"181,040",1.0,0.0,0.0,0.0,0.0
181.3,2.0,0.0,0.0,0.0,0.0
1810,3.0,0.0,0.0,0.0,0.0
1811,2.0,0.0,0.0,0.0,0.0
"1814,",1.0,0.0,0.0,0.0,0.0
1816,1.0,0.0,0.0,0.0,0.0
182,3.0,0.0,0.0,0.0,0.0
"182,000",1.0,0.0,0.0,0.0,0.0
"182,308;",1.0,0.0,0.0,0.0,0.0
"182,558,000",1.0,0.0,0.0,0.0,0.0
"1820,",0.0,0.0,0.0,1.0,0.0
1821,7.0,0.0,0.0,0.0,0.0
1821),1.0,0.0,0.0,0.0,0.0
"1821,",1.0,0.0,0.0,0.0,0.0
1822,2.0,0.0,0.0,0.0,0.0
1824,1.0,0.0,0.0,0.0,0.0
1825,2.0,0.0,0.0,0.0,0.0
1827,1.0,0.0,0.0,0.0,0.0
1828,1.0,0.0,0.0,0.0,0.0
183,1.0,0.0,0.0,0.0,0.0
"183,503",1.0,0.0,0.0,0.0,0.0
"183,580;",1.0,0.0,0.0,0.0,0.0
1830,1.0,0.0,0.0,0.0,0.0
1831),1.0,0.0,0.0,0.0,0.0
"1831,",1.0,0.0,0.0,0.0,0.0
1839,1.0,0.0,0.0,0.0,0.0
184,5.0,0.0,0.0,0.0,0.0
"184,",1.0,0.0,0.0,0.0,0.0
"184,050",1.0,0.0,0.0,0.0,0.0
"184,515,412",1.0,0.0,0.0,0.0,0.0
1840,1.0,0.0,0.0,0.0,0.0
1844,1.0,0.0,0.0,0.0,0.0
1846.',0.0,0.0,0.0,1.0,0.0
1847,1.0,0.0,0.0,0.0,0.0
1849,1.0,0.0,0.0,0.0,0.0
185,1.0,0.0,0.0,0.0,0.0
"185,",1.0,0.0,0.0,0.0,0.0
"185,180",1.0,0.0,0.0,0.0,0.0
"185,235",1.0,0.0,0.0,0.0,0.0
185.2,1.0,0.0,0.0,0.0,0.0
1850,1.0,0.0,0.0,0.0,0.0
1853,1.0,0.0,0.0,0.0,0.0
1857,1.0,0.0,0.0,0.0,0.0
1858.,0.0,0.0,0.0,1.0,0.0
186,2.0,0.0,0.0,0.0,0.0
"186,",1.0,0.0,0.0,0.0,0.0
"186,000",1.0,0.0,0.0,0.0,0.0
"186,031",1.0,0.0,0.0,0.0,0.0
"1861,",1.0,0.0,0.0,0.0,0.0
1867,2.0,0.0,0.0,0.0,0.0
"1868,",1.0,0.0,0.0,0.0,0.0
1869,0.0,0.0,0.0,1.0,0.0
"1869,",0.0,0.0,0.0,1.0,0.0
"1869,""",0.0,0.0,0.0,1.0,0.0
186;,1.0,0.0,0.0,0.0,0.0
187,4.0,0.0,0.0,0.0,0.0
"187,894",1.0,0.0,0.0,0.0,0.0
187.070,1.0,0.0,0.0,0.0,0.0
1870,0.0,0.0,0.0,1.0,0.0
1874,1.0,0.0,0.0,0.0,0.0
1875,5.0,0.0,0.0,0.0,0.0
"1875,",1.0,0.0,0.0,0.0,0.0
1875.,1.0,0.0,0.0,0.0,0.0
"1878,",0.0,0.0,0.0,1.0,0.0
188,3.0,0.0,0.0,0.0,0.0
"188,028",1.0,0.0,0.0,0.0,0.0
"188,309",1.0,0.0,0.0,0.0,0.0
1881,1.0,0.0,0.0,0.0,0.0
1883--a,0.0,0.0,0.0,1.0,0.0
1883.,0.0,0.0,0.0,1.0,0.0
1884,1.0,0.0,0.0,0.0,0.0
1884--there,0.0,0.0,0.0,1.0,0.0
1884;,2.0,0.0,0.0,0.0,0.0
"1886,",1.0,0.0,0.0,0.0,0.0
1887,0.0,0.0,0.0,1.0,0.0
1888,1.0,0.0,0.0,0.0,0.0
1888--I,0.0,0.0,0.0,1.0,0.0
189,3.0,0.0,0.0,0.0,0.0
"189,000",1.0,0.0,0.0,0.0,0.0
1890),1.0,0.0,0.0,0.0,0.0
1890.,0.0,0.0,0.0,2.0,0.0
1891),1.0,0.0,0.0,0.0,0.0
1898,2.0,0.0,0.0,0.0,0.0
1898;,1.0,0.0,0.0,0.0,0.0
18:1,0.0,0.0,0.0,0.0,5.0
18:10,0.0,0.0,0.0,0.0,5.0
18:11,0.0,0.0,0.0,0.0,5.0
18:12,0.0,0.0,0.0,0.0,5.0
18:13,0.0,0.0,0.0,0.0,5.0
18:14,0.0,0.0,0.0,0.0,5.0
18:15,0.0,0.0,0.0,0.0,5.0
18:16,0.0,0.0,0.0,0.0,5.0
18:17,0.0,0.0,0.0,0.0,5.0
18:18,0.0,0.0,0.0,0.0,5.0
18:19,0.0,0.0,0.0,0.0,5.0
18:2,0.0,0.0,0.0,0.0,5.0
18:20,0.0,0.0,0.0,0.0,5.0
18:21,0.0,0.0,0.0,0.0,5.0
18:22,0.0,0.0,0.0,0.0,5.0
18:23,0.0,0.0,0.0,0.0,4.0
18:24,0.0,0.0,0.0,0.0,4.0
18:25,0.0,0.0,0.0,0.0,4.0
18:26,0.0,0.0,0.0,0.0,3.0
18:27,0.0,0.0,0.0,0.0,3.0
18:28,0.0,0.0,0.0,0.0,3.0
18:29,0.0,0.0,0.0,0.0,3.0
18:3,0.0,0.0,0.0,0.0,5.0
18:30,0.0,0.0,0.0,0.0,3.0
18:31,0.0,0.0,0.0,0.0,3.0
18:32,0.0,0.0,0.0,0.0,3.0
18:33,0.0,0.0,0.0,0.0,3.0
18:34,0.0,0.0,0.0,0.0,3.0
18:35,0.0,0.0,0.0,0.0,3.0
18:36,0.0,0.0,0.0,0.0,2.0
18:37,0.0,0.0,0.0,0.0,2.0
18:38,0.0,0.0,0.0,0.0,2.0
18:39,0.0,0.0,0.0,0.0,2.0
18:4,0.0,0.0,0.0,0.0,5.0
18:40,0.0,0.0,0.0,0.0,1.0
18:41,0.0,0.0,0.0,0.0,1.0
18:42,0.0,0.0,0.0,0.0,1.0
18:43,0.0,0.0,0.0,0.0,1.0
18:5,0.0,0.0,0.0,0.0,5.0
18:6,0.0,0.0,0.0,0.0,5.0
18:7,0.0,0.0,0.0,0.0,5.0
18:8,0.0,0.0,0.0,0.0,5.0
18:9,0.0,0.0,0.0,0.0,5.0
18;,7.0,0.0,0.0,0.0,0.0
18th,2.0,0.0,0.0,0.0,0.0
"18th,",0.0,0.0,0.0,0.0,1.0
19,88.0,0.0,0.0,1.0,201.0
19%,33.0,0.0,0.0,0.0,0.0
19%),1.0,0.0,0.0,0.0,0.0
"19%,",16.0,0.0,0.0,0.0,0.0
19%;,3.0,0.0,0.0,0.0,0.0
19),2.0,0.0,0.0,0.0,0.0
"19,",11.0,0.0,0.0,0.0,0.0
"19,000",2.0,0.0,0.0,0.0,0.0
"19,060",1.0,0.0,0.0,0.0,0.0
"19,110,000",1.0,0.0,0.0,0.0,0.0
"19,145,800",1.0,0.0,0.0,0.0,0.0
"19,200",1.0,0.0,0.0,0.0,0.0
"19,400",5.0,0.0,0.0,0.0,0.0
"19,698",1.0,0.0,0.0,0.0,0.0
"19,698,104",1.0,0.0,0.0,0.0,0.0
"19,924",1.0,0.0,0.0,0.0,0.0
"19,933",1.0,0.0,0.0,0.0,0.0
"19,950",1.0,0.0,0.0,0.0,0.0
"19,980",1.0,0.0,0.0,0.0,0.0
19.,8.0,0.0,0.0,0.0,0.0
19.),6.0,0.0,0.0,0.0,0.0
"19.0%,",1.0,0.0,0.0,0.0,0.0
19.1%,2.0,0.0,0.0,0.0,0.0
19.13.,1.0,0.0,0.0,0.0,0.0
19.13.),2.0,0.0,0.0,0.0,0.0
"19.2%,",1.0,0.0,0.0,0.0,0.0
19.28.,1.0,0.0,0.0,0.0,0.0
19.28.),1.0,0.0,0.0,0.0,0.0
19.3,1.0,0.0,0.0,0.0,0.0
"19.3%,",1.0,0.0,0.0,0.0,0.0
19.39.),1.0,0.0,0.0,0.0,0.0
19.4%,1.0,0.0,0.0,0.0,0.0
"19.4%,",1.0,0.0,0.0,0.0,0.0
19.4%;,1.0,0.0,0.0,0.0,0.0
"19.45%,",1.0,0.0,0.0,0.0,0.0
19.5%,1.0,0.0,0.0,0.0,0.0
"19.5%,",1.0,0.0,0.0,0.0,0.0
19.5.),1.0,0.0,0.0,0.0,0.0
19.6%,2.0,0.0,0.0,0.0,0.0
19.6.),1.0,0.0,0.0,0.0,0.0
19.7%,2.0,0.0,0.0,0.0,0.0
"19.7%,",1.0,0.0,0.0,0.0,0.0
19.8%,1.0,0.0,0.0,0.0,0.0
"19/21/23,",1.0,0.0,0.0,0.0,0.0
190,10.0,0.0,0.0,0.0,0.0
"190,000",1.0,0.0,0.0,0.0,0.0
"190,136,221",1.0,0.0,0.0,0.0,0.0
"190,181",1.0,0.0,0.0,0.0,0.0
"190,553",1.0,0.0,0.0,0.0,0.0
"1900,",1.0,0.0,0.0,0.0,0.0
1901,3.0,0.0,0.0,0.0,0.0
1902,1.0,0.0,0.0,0.0,0.0
1902),1.0,0.0,0.0,0.0,0.0
1903,1.0,0.0,0.0,0.0,0.0
1905,1.0,0.0,0.0,0.0,0.0
1907,1.0,0.0,0.0,0.0,0.0
1908,1.0,0.0,0.0,0.0,0.0
191,3.0,0.0,0.0,0.0,0.0
"191,000,000",1.0,0.0,0.0,0.0,0.0
"191,707",1.0,0.0,0.0,0.0,0.0
1910,2.0,0.0,0.0,0.0,0.0
1911,1.0,0.0,0.0,0.0,0.0
1912,2.0,0.0,0.0,0.0,0.0
"1912,",1.0,0.0,0.0,0.0,0.0
1913,1.0,0.0,0.0,0.0,0.0
1914,2.0,0.0,0.0,0.0,0.0
1917,2.0,0.0,0.0,1.0,0.0
1918,4.0,0.0,0.0,0.0,0.0
"1918,",1.0,0.0,0.0,0.0,0.0
1918;,1.0,0.0,0.0,0.0,0.0
1919,2.0,0.0,0.0,0.0,0.0
192,1.0,0.0,0.0,0.0,0.0
"192,000",1.0,0.0,0.0,0.0,0.0
"192,679",1.0,0.0,0.0,0.0,0.0
192.27,1.0,0.0,0.0,0.0,0.0
1920,1.0,0.0,0.0,0.0,0.0
1920),2.0,0.0,0.0,0.0,0.0
"1920),",1.0,0.0,0.0,0.0,0.0
"1920,",1.0,0.0,0.0,0.0,0.0
1921,3.0,0.0,0.0,0.0,0.0
1922,1.0,0.0,0.0,0.0,0.0
1923,1.0,0.0,0.0,0.0,0.0
1926,2.0,0.0,0.0,0.0,0.0
1929,2.0,0.0,0.0,0.0,0.0
193,9.0,0.0,0.0,0.0,0.0
"193,",1.0,0.0,0.0,0.0,0.0
"193,537",1.0,0.0,0.0,0.0,0.0
"193,600",1.0,0.0,0.0,0.0,0.0
193.02,1.0,0.0,0.0,0.0,0.0
193.5,1.0,0.0,0.0,0.0,0.0
1932,2.0,0.0,0.0,0.0,0.0
1934);,1.0,0.0,0.0,0.0,0.0
1935,1.0,0.0,0.0,0.0,0.0
1937,3.0,0.0,0.0,0.0,0.0
1937);,1.0,0.0,0.0,0.0,0.0
1937;,1.0,0.0,0.0,0.0,0.0
1938,1.0,0.0,0.0,0.0,0.0
194,3.0,0.0,0.0,0.0,0.0
"194,",1.0,0.0,0.0,0.0,0.0
"194,433;",1.0,0.0,0.0,0.0,0.0
194.26,1.0,0.0,0.0,0.0,0.0
1940);,1.0,0.0,0.0,0.0,0.0
1942,2.0,0.0,0.0,0.0,0.0
1942);,1.0,0.0,0.0,0.0,0.0
1943,1.0,0.0,0.0,0.0,0.0
1944,3.0,0.0,0.0,0.0,0.0
"1944,",1.0,0.0,0.0,0.0,0.0
1945,3.0,0.0,0.0,0.0,0.0
1945),1.0,0.0,0.0,0.0,0.0
"1945,",3.0,0.0,0.0,0.0,0.0
1946,5.0,0.0,0.0,0.0,0.0
1946);,1.0,0.0,0.0,0.0,0.0
1947,5.0,0.0,0.0,0.0,0.0
"1947,",2.0,0.0,0.0,0.0,0.0
1948,6.0,0.0,0.0,0.0,0.0
1948);,1.0,0.0,0.0,0.0,0.0
"1948,",3.0,0.0,0.0,0.0,0.0
1949,10.0,0.0,0.0,0.0,0.0
1949);,1.0,0.0,0.0,0.0,0.0
"1949,",4.0,0.0,0.0,0.0,0.0
195,1.0,0.0,0.0,0.0,0.0
"195,000",3.0,0.0,0.0,0.0,0.0
"195,000;",1.0,0.0,0.0,0.0,0.0
1950,3.0,0.0,0.0,0.0,0.0
1950);,1.0,0.0,0.0,0.0,0.0
"1950,",2.0,0.0,0.0,0.0,0.0
1950;,1.0,0.0,0.0,0.0,0.0
1950s;,1.0,0.0,0.0,0.0,0.0
1951,1.0,0.0,0.0,0.0,0.0
1951);,1.0,0.0,0.0,0.0,0.0
1952,3.0,0.0,0.0,0.0,0.0
"1952),",27.0,0.0,0.0,0.0,0.0
1952);,13.0,0.0,0.0,0.0,0.0
1952.,1.0,0.0,0.0,0.0,0.0
1952;,2.0,0.0,0.0,0.0,0.0
1953,2.0,0.0,0.0,0.0,0.0
"1953),",1.0,0.0,0.0,0.0,0.0
1954,2.0,0.0,0.0,0.0,0.0
"1954,",1.0,0.0,0.0,0.0,0.0
1955,1.0,0.0,0.0,0.0,0.0
1955);,1.0,0.0,0.0,0.0,0.0
1956,3.0,0.0,0.0,0.0,0.0
1957,4.0,0.0,0.0,0.0,0.0
1957);,2.0,0.0,0.0,0.0,0.0
"1957,",1.0,0.0,0.0,0.0,0.0
1958,11.0,0.0,0.0,0.0,0.0
1958);,1.0,0.0,0.0,0.0,0.0
"1958,",1.0,0.0,0.0,0.0,0.0
1958;,1.0,0.0,0.0,0.0,0.0
1959,6.0,0.0,0.0,0.0,0.0
1959);,1.0,0.0,0.0,0.0,0.0
"1959,",2.0,0.0,0.0,0.0,0.0
196,2.0,0.0,0.0,0.0,0.0
"196,190",1.0,0.0,0.0,0.0,0.0
"196,850",1.0,0.0,0.0,0.0,0.0
1960,23.0,0.0,0.0,0.0,0.0
1960),2.0,0.0,0.0,0.0,0.0
"1960,",2.0,0.0,0.0,0.0,0.0
1960;,3.0,0.0,0.0,0.0,0.0
"1960s,",1.0,0.0,0.0,0.0,0.0
1961,4.0,0.0,0.0,0.0,0.0
"1961),",1.0,0.0,0.0,0.0,0.0
1961);,2.0,0.0,0.0,0.0,0.0
"1961,",4.0,0.0,0.0,0.0,0.0
1962,15.0,0.0,0.0,0.0,0.0
1962),1.0,0.0,0.0,0.0,0.0
"1962,",2.0,0.0,0.0,0.0,0.0
1962;,1.0,0.0,0.0,0.0,0.0
1963,5.0,0.0,0.0,0.0,0.0
1963);,1.0,0.0,0.0,0.0,0.0
"1963,",2.0,0.0,0.0,0.0,0.0
1963;,2.0,0.0,0.0,0.0,0.0
1964,8.0,0.0,0.0,0.0,0.0
1964);,2.0,0.0,0.0,0.0,0.0
1964;,2.0,0.0,0.0,0.0,0.0
1965,6.0,0.0,0.0,0.0,0.0
1965),1.0,0.0,0.0,0.0,0.0
1965);,2.0,0.0,0.0,0.0,0.0
"1965,",1.0,0.0,0.0,0.0,0.0
1965;,2.0,0.0,0.0,0.0,0.0
1966,7.0,0.0,0.0,0.0,0.0
"1966,",4.0,0.0,0.0,0.0,0.0
1966;,2.0,0.0,0.0,0.0,0.0
1967,15.0,0.0,0.0,0.0,0.0
1967),3.0,0.0,0.0,0.0,0.0
1967);,2.0,0.0,0.0,0.0,0.0
"1967,",3.0,0.0,0.0,0.0,0.0
1968,10.0,0.0,0.0,0.0,0.0
1968),2.0,0.0,0.0,0.0,0.0
1968);,2.0,0.0,0.0,0.0,0.0
"1968,",2.0,0.0,0.0,0.0,0.0
1969,1.0,0.0,0.0,0.0,0.0
1969);,2.0,0.0,0.0,0.0,0.0
"1969,",1.0,0.0,0.0,0.0,0.0
197,1.0,0.0,0.0,0.0,0.0
1970,12.0,0.0,0.0,0.0,0.0
1970),2.0,0.0,0.0,0.0,0.0
1970);,1.0,0.0,0.0,0.0,0.0
"1970,",1.0,0.0,0.0,0.0,0.0
1970;,3.0,0.0,0.0,0.0,0.0
1970s,8.0,0.0,0.0,0.0,0.0
"1970s,",3.0,0.0,0.0,0.0,0.0
1970s.,3.0,0.0,0.0,0.0,0.0
1971,11.0,0.0,0.0,0.0,0.0
1971),3.0,0.0,0.0,0.0,0.0
"1971),",1.0,0.0,0.0,0.0,0.0
1971);,3.0,0.0,0.0,0.0,0.0
"1971,",1.0,0.0,0.0,0.0,0.0
1971;,2.0,0.0,0.0,0.0,0.0
1972,7.0,0.0,0.0,0.0,0.0
1972),3.0,0.0,0.0,0.0,0.0
"1972),",2.0,0.0,0.0,0.0,0.0
1972);,3.0,0.0,0.0,0.0,0.0
"1972,",4.0,0.0,0.0,0.0,0.0
1972;,2.0,0.0,0.0,0.0,0.0
1973,7.0,0.0,0.0,0.0,0.0
1973),2.0,0.0,0.0,0.0,0.0
1973);,2.0,0.0,0.0,0.0,0.0
"1973,",5.0,0.0,0.0,0.0,0.0
1973-74,1.0,0.0,0.0,0.0,0.0
1973;,2.0,0.0,0.0,0.0,0.0
1974,12.0,0.0,0.0,0.0,0.0
1974),2.0,0.0,0.0,0.0,0.0
1974);,1.0,0.0,0.0,0.0,0.0
"1974,",4.0,0.0,0.0,0.0,0.0
"1974-86,",1.0,0.0,0.0,0.0,0.0
1975,19.0,0.0,0.0,0.0,0.0
1975),2.0,0.0,0.0,0.0,0.0
1975);,5.0,0.0,0.0,0.0,0.0
"1975,",5.0,0.0,0.0,0.0,0.0
1975-1980,1.0,0.0,0.0,0.0,0.0
1975;,1.0,0.0,0.0,0.0,0.0
1976,11.0,0.0,0.0,0.0,0.0
1976),12.0,0.0,0.0,0.0,0.0
1976);,4.0,0.0,0.0,0.0,0.0
"1976,",5.0,0.0,0.0,0.0,0.0
"1976-81,",1.0,0.0,0.0,0.0,0.0
1976-87),1.0,0.0,0.0,0.0,0.0
1976;,1.0,0.0,0.0,0.0,0.0
1977,11.0,0.0,0.0,0.0,0.0
1977),2.0,0.0,0.0,0.0,0.0
1977);,4.0,0.0,0.0,0.0,0.0
"1977,",1.0,0.0,0.0,0.0,0.0
1977;,1.0,0.0,0.0,0.0,0.0
1978,26.0,0.0,0.0,0.0,0.0
1978),5.0,0.0,0.0,0.0,0.0
1978);,5.0,0.0,0.0,0.0,0.0
"1978,",5.0,0.0,0.0,0.0,0.0
1978.,1.0,0.0,0.0,0.0,0.0
1978;,4.0,0.0,0.0,0.0,0.0
1979,20.0,0.0,0.0,0.0,0.0
